0000 FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01
0200 4A 53 54 55 56 57 58 59 5A 63 64 65 66 67 68 69
0210 6A 73 74 75 76 77 78 79 7A 82 83 84 85 86 87 88
0220 89 8A 92 93 94 95 96 97 98 99 9A A2 A3 A4 A5 A6
0230 A7 A8 A9 AA B2 B3 B4 B5 B6 B7 B8 B9 BA C2 C3 C4
0240 C5 C6 C7 C8 C9 CA D2 D3 D4 D5 D6 D7 D8 D9 DA E2
0250 E3 E4 E5 E6 E7 E8 E9 EA F2 F3 F4 F5 F6 F7 F8 F9
0260 FA FF DA 00 0C 03 01 00 02 11 03 11 00 3F 00 E0
0270 C4 74 A2 3A 8B 89 48 70 8E 94 47 4A E5 A9 0A 23
0280 A5 11 D4 DC D1 48 51 1D 38 47 4A E6 8A 42 88 E9
0290 44 74 AE 68 A4 28 8E 94 47 4A E5 A9 0E 11 D2 88
02A0 EA 6E 68 A4 28 8E 94 47 4A E6 8A 42 88 E9 C2 3A
02B0 57 34 52 14 47 4A 23 A5 72 D4 85 11 D2 88 EA 6E
02C0 68 A4 38 47 4A 23 A5 73 45 21 44 74 A2 3A 57 34
02D0 52 14 47 4A 23 A9 B9 6A 43 84 74 A2 3A 57 34 52
02E0 14 47 4A 23 A5 73 45 23 9B 11 D2 88 EB D3 B9 F0
02F0 CA 42 88 E9 44 75 37 34 52 14 47 4E 11 D2 B9 A2
0300 90 A2 3A 51 1D 2B 9A 29 0A 23 A5 11 D2 B9 6A 43
0310 84 74 A2 3A 9B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2
0320 3A 51 1D 2B 9A 29 0E 11 D2 88 E9 5C B5 21 44 74
0330 A2 3A 9B 9A 29 0A 23 A7 08 E9 5C D1 48 51 1D 28
0340 8E 95 CD 14 85 11 D2 88 EA 6E 5A 90 E1 1D 28 8E
0350 95 CD 14 85 11 D2 88 E9 5C D1 48 51 1D 38 47 4A
0360 E6 8A 47 34 23 A5 11 D7 A7 73 E1 94 85 11 D2 88
0370 EA 6E 68 A4 38 47 4A 23 A5 73 45 21 44 74 A2 3A
0380 57 2D 48 51 1D 38 47 53 73 45 21 44 74 A2 3A 57
0390 34 52 14 47 4A 23 A5 73 45 21 C2 3A 51 1D 2B 9A
03A0 29 0A 23 A5 11 D4 DC B5 21 44 74 E1 1D 2B 9A 29
03B0 0A 23 A5 11 D2 B9 A2 90 A2 3A 51 1D 2B 9A 29 0E
03C0 11 D2 88 EA 6E 5A 90 A2 3A 51 1D 2B 9A 29 0A 23
03D0 A7 08 E9 5C D1 48 51 1D 28 8E 95 CD 14 8E 68 47
03E0 4A 23 AF 4A E7 C3 29 0E 11 D2 88 E9 5C D1 48 51
03F0 1D 28 8E 95 CD 14 85 11 D3 84 74 AE 5A 90 A2 3A -- missing 51 here before next line
0400 1D 4D CD 14 85 11 D2 88 E9 5C D1 48 51 1D 38 47
0410 4A E6 8A 42 88 E9 44 74 AE 5A 90 A2 3A 51 1D 4D
0420 CD 14 87 08 E9 44 74 AE 68 A4 28 8E 94 47 4A E6
0430 8A 42 88 E9 C2 3A 57 2D 48 51 1D 28 8E A6 E6 8A
0440 42 88 E9 44 74 AE 68 A4 38 47 4A 23 A5 73 45 21
0450 44 74 A2 3A 9B 96 A4 61 88 E9 44 75 DF 73 E0 54
0460 85 11 D2 88 E9 5C D1 48 51 1D 38 47 53 73 45 21
0470 44 74 A2 3A 57 2D 48 51 1D 28 8E 95 CD 14 87 08
0480 E9 44 74 AE 68 A4 28 8E 94 47 53 73 45 21 44 74
0490 E1 1D 2B 9A 29 0A 23 A5 11 D2 B9 6A 42 88 E9 44
04A0 74 AE 68 A4 38 47 4A 23 A9 B9 A2 90 A2 3A 51 1D
04B0 2B 9A 29 0A 23 A7 08 E9 5C B5 21 44 74 A2 3A 9B
04C0 9A 29 0A 23 A5 11 D2 B9 A2 90 E1 1D 28 8E 95 CD
04D0 14 8E 68 47 4A 23 AF 4E E7 C3 29 0A 23 A7 08 E9
04E0 5C D1 48 51 1D 28 8E A6 E6 8A 42 88 E9 44 74 AE
04F0 5A 90 A2 3A 70 8E 95 CD 14 85 11 D2 88 EA 6E 68
0500 A4 28 8E 94 47 4A E6 8A 43 84 74 A1 29 5C B5 21
0510 44 74 A2 3A 57 34 52 14 47 4E 11 D4 DC D1 48 51
0520 1D 28 8E 95 CD 14 85 11 D2 88 E9 5C B5 21 C2 3A
0530 51 1D 2B 9A 29 0A 23 A5 11 D4 DC D1 48 51 1D 38
0540 47 4A E6 8A 42 88 E9 44 74 AE 68 A4 73 42 3A 51
0550 1D 7A 77 3E 19 48 70 8E 94 47 53 73 45 21 44 74
0560 A2 3A 57 2D 48 51 1D 38 47 4A E6 8A 42 88 E9 44
0570 75 37 34 52 14 47 4A 23 A5 73 45 21 C2 3A 51 1D
0580 2B 96 A4 28 8E 94 47 4A E6 8A 42 88 E9 C2 3A 9B
0590 9A 29 0A 23 A5 11 D2 B9 A2 90 A2 3A 51 1D 2B 9A
05A0 29 0E 11 D2 88 E9 5C B5 21 44 74 A2 3A 9B 9A 29
05B0 0A 23 A7 08 E9 5C D1 48 51 1D 28 8E 95 CD 14 85
05C0 11 D2 88 E9 5C B5 23 9B 11 D2 88 EB D2 B9 F0 EA
05D0 42 88 E9 44 74 AE 5A 90 A2 3A 51 1D 2B 9A 29 0E
05E0 11 D2 88 E9 5C D1 48 51 1D 28 8E A6 E6 8A 42 88
05F0 E9 C2 3A 57 2D 48 51 1D 28 8E 95 CD 14 85 11 D2
0600 E9 5C D1 48 70 8E 94 47 53 73 45 21 44 74 A2 3A
0610 57 2D 48 51 1D 38 47 4A E6 8A 42 88 E9 44 74 AE
0620 68 A4 28 8E 94 47 53 73 45 21 C2 3A 51 1D 2B 9A
0630 29 0A 23 A5 11 D2 B9 6A 42 88 E9 C2 3A 9B 9A 29
0640 18 42 3A 51 1D 77 DC F8 15 21 44 74 E1 1D 2B 9A
0650 29 0A 23 A5 11 D4 DC B5 21 44 74 A2 3A 57 34 52
0660 1C 23 A5 11 D2 B9 A2 90 A2 3A 51 1D 2B 9A 29 0A
0670 23 A7 08 EA 6E 68 A4 28 8E 94 47 4A E5 A9 0A 23
0680 A5 11 D2 B9 A2 90 E1 1D 28 8E A6 E6 8A 42 88 E9
0690 44 74 AE 68 A4 28 8E 9C 23 A5 72 D4 85 11 D2 88
06A0 E9 5C D1 48 51 1D 28 8E A6 E6 8A 42 88 E9 C2 3A
06B0 57 34 52 14 47 4A 23 A5 72 D4 8E 68 47 4A 23 AF
06C0 4E E7 C3 A9 0E 11 D2 88 E9 5C D1 48 51 1D 28 8E
06D0 A6 E5 A9 0E 11 D2 88 E9 5C D1 48 51 1D 28 8E 95
06E0 CD 14 85 11 D2 88 EA 6E 68 A4 38 47 4A 23 A5 72
06F0 D4 85 11 D2 88 E9 5C D1 48 51 1D 38 47 4A E6 8A
0700 42 88 E9 44 75 37 34 52 14 47 4A 23 A5 72 D4 87
0710 08 E9 44 74 AE 68 A4 28 8E 94 47 4A E6 8A 42 88
0720 E9 C2 3A 9B 9A 29 0A 23 A5 11 D2 B9 6A 42 88 E9
0730 44 74 AE 68 A4 73 62 3A 51 1D 7A 77 3E 1D 48 51
0740 1D 28 8E A6 E5 A9 0A 23 A7 08 E9 5C D1 48 51 1D
0750 28 8E 95 CD 14 85 11 D2 88 E9 5C D1 48 70 8E 94
0760 47 53 72 D4 85 11 D2 88 E9 5C D1 48 51 1D 38 47
0770 4A E6 8A 42 88 E9 44 75 37 34 52 14 47 4A 23 A5
0780 72 D4 87 08 E9 44 74 AE 68 A4 28 8E 94 47 4A E6
0790 8A 42 88 E9 44 75 37 34 52 1C 23 A5 11 D2 B9 6A
07A0 42 88 E9 44 74 AE 68 A4 28 8E 9C 23 A5 73 45 23
07B0 9A 11 D2 88 EB D2 B9 F0 CA 42 88 E9 44 74 AE 68
07C0 A4 38 47 4A 23 A5 73 45 21 44 74 A2 3A 57 34 52
07D0 14 47 4E 11 D4 DC B5 21 44 74 A2 3A 57 34 52 14
07E0 47 4A 23 A5 73 45 21 C2 3A 51 1D 2B 9A 29 0A 23
07F0 A5 11 D4 DC B5 21 44 74 E1 1D 2B 9A 29 0A 23 A5
0800 11 D2 B9 A2 90 A2 3A 51 1D 2B 9A 29 0E 11 D2 88
0810 EA 6E 5A 90 A2 3A 51 1D 2B 9A 29 0A 23 A7 08 E9
0820 5C D1 48 51 1D 28 8E A6 E6 8A 46 10 8E 9C 23 AE
0830 FB 9F 02 A4 28 8E 94 47 4A E5 A9 0A 23 A5 11 D4
0840 DC D1 48 70 8E 94 47 4A E6 8A 42 88 E9 44 74 AE
0850 68 A4 28 8E 9C 23 A5 72 D4 85 11 D2 88 EA 6E 68
0860 A4 28 8E 94 47 4A E6 8A 43 84 74 A2 3A 57 34 52
0870 14 47 4A 23 A9 B9 A2 90 A2 3A 70 8E 95 CB 52 14
0880 47 4A 23 A5 73 45 21 44 74 A2 3A 57 34 52 1C 23
0890 A5 11 D4 DC D1 48 51 1D 28 8E 95 CB 52 14 47 4E
08A0 11 D2 B9 A2 91 CD 08 E9 44 75 E9 DC F8 65 21 44
08B0 74 A2 3A 57 34 52 14 47 4E 11 D4 DC D1 48 51 1D
08C0 28 8E 95 CD 14 85 11 D2 88 E9 5C D1 48 70 8E 94
08D0 47 53 72 D4 85 11 D2 88 E9 5C D1 48 51 1D 38 47
08E0 4A E6 8A 42 88 E9 44 74 AE 68 A4 28 8E 94 47 53
08F0 72 D4 87 08 E9 44 74 AE 68 A4 28 8E 94 47 4A E6
0900 8A 42 88 E9 C2 3A 57 34 52 14 47 4A 23 A9 B9 6A
0910 42 88 E9 44 74 AE 68 A4 38 47 4A 23 A5 73 45 23
0920 9A 11 D2 88 EB D3 B9 F0 CA 42 88 E9 C2 3A 9B 9A
0930 29 0A 23 A5 11 D2 B9 A2 90 A2 3A 51 1D 2B 96 A4
0940 38 47 4A 23 A5 73 45 21 44 74 A2 3A 9B 9A 29 0A
0950 23 A7 08 E9 5C D1 48 51 1D 28 8E 95 CD 14 85 11
0960 D2 88 EA 6E 5A 90 E1 1D 28 8E 95 CD 14 85 11 D2
0970 88 E9 5C D1 48 51 1D 38 47 4A E6 8A 42 88 E9 44
0980 75 37 2D 48 51 1D 28 8E 95 CD 14 87 08 E9 44 74
0990 AE 68 A4 28 8E 94 47 4A E6 8A 47 34 23 A7 08 EB
09A0 D2 B9 F0 CA 42 88 E9 44 74 AE 68 A4 28 8E 94 47
09B0 4A E6 8A 42 88 E9 C2 3A 57 2D 48 51 1D 28 8E A6
09C0 E6 8A 42 88 E9 44 74 AE 68 A4 38 47 4A 23 A5 73
09D0 45 21 44 74 A2 3A 57 2D 48 51 1D 38 47 53 73 45
09E0 21 44 74 A2 3A 57 34 52 14 47 4A 23 A5 73 45 21
09F0 C2 3A 51 1D 2B 96 A4 28 8E 94 47 53 73 45 21 44
0A00 74 E1 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2 3A
0A10 51 1D 4D CB 52 30 C4 74 A2 3A EF B9 F0 2A 42 88
0A20 E9 44 74 AE 68 A4 38 47 4A 23 A9 B9 A2 90 A2 3A
0A30 51 1D 2B 9A 29 0A 23 A7 08 E9 5C B5 21 44 74 A2
0A40 3A 57 34 52 14 47 4A 23 A9 B9 A2 90 E1 1D 28 8E
0A50 95 CD 14 85 11 D2 88 E9 5C B5 21 44 74 E1 1D 4D
0A60 CD 14 85 11 D2 88 E9 5C D1 48 51 1D 28 8E 95 CD
0A70 14 87 08 E9 44 74 AE 68 A4 28 8E 94 47 53 72 D4
0A80 85 11 D3 84 74 AE 68 A4 28 8E 94 47 4A E6 8A 47
0A90 34 23 A5 11 D7 A7 73 E1 94 85 11 D3 84 75 37 34
0AA0 52 14 47 4A 23 A5 73 45 21 44 74 A2 3A 57 2D 48
0AB0 70 8E 94 47 4A E6 8A 42 88 E9 44 75 37 34 52 14
0AC0 47 4E 11 D2 B9 A2 90 A2 3A 51 1D 2B 96 A4 28 8E
0AD0 94 47 4A E6 8A 43 84 74 A2 3A 9B 9A 29 0A 23 A5
0AE0 11 D2 B9 A2 90 A2 3A 70 8E 95 CB 52 14 47 4A 23
0AF0 A5 73 45 21 44 74 A2 3A 9B 9A 29 0E 11 D2 88 E9
0B00 5C D1 48 51 1D 28 8E 95 CD 14 8E 68 47 4E 11 D7
0B10 A7 73 E1 94 85 11 D2 88 EA 6E 68 A4 28 8E 94 47
0B20 4A E5 A9 0E 11 D2 88 E9 5C D1 48 51 1D 28 8E 95
0B30 CD 14 85 11 D3 84 75 37 34 52 14 47 4A 23 A5 72
0B40 D4 85 11 D2 88 E9 5C D1 48 70 8E 94 47 4A E6 8A
0B50 42 88 E9 44 75 37 34 52 14 47 4E 11 D2 B9 A2 90
0B60 A2 3A 51 1D 2B 96 A4 28 8E 94 47 53 73 45 21 C2
0B70 3A 51 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2 3A
0B80 70 8E 95 CB 52 39 A1 1D 28 8E BD 2B 9F 0E A4 28
0B90 8E 94 47 4A E6 8A 42 88 E9 C2 3A 57 2D 48 51 1D
0BA0 28 8E 95 CD 14 85 11 D2 88 EA 6E 68 A4 38 47 4A
0BB0 23 A5 73 45 21 44 74 A2 3A 57 2D 48 51 1D 38 47
0BC0 4A E6 8A 42 88 E9 44 75 37 34 52 14 47 4A 23 A5
0BD0 73 45 21 C2 3A 51 1D 2B 96 A4 28 8E 94 47 53 73
0BE0 45 21 44 74 E1 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2
0BF0 90 A2 3A 51 1D 2B 96 A4 38 47 4A 23 A9 B9 A2 91
0C00 84 23 A5 11 D7 7D CF 81 52 1C 23 A5 11 D2 B9 A2
0C10 90 A2 3A 51 1D 4D CD 14 85 11 D3 84 74 AE 5A 90
0C20 A2 3A 51 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 E1
0C30 1D 28 8E A6 E6 8A 42 88 E9 44 74 AE 5A 90 A2 3A
0C40 70 8E 95 CD 14 85 11 D2 88 E9 5C D1 48 51 1D 28
0C50 8E A6 E6 8A 43 84 74 A2 3A 57 2D 48 51 1D 28 8E
0C60 95 CD 14 85 11 D3 84 75 37 34 52 14 47 4A 23 A5
0C70 73 45 21 44 74 A2 3A 57 2D 48 E6 84 74 E1 1D 7A
0C80 77 3E 1D 48 51 1D 28 8E 95 CD 14 85 11 D2 88 EA
0C90 6E 5A 90 E1 1D 28 8E 95 CD 14 85 11 D2 88 E9 5C
0CA0 D1 48 51 1D 38 47 53 73 45 21 44 74 A2 3A 57 2D
0CB0 48 51 1D 28 8E 95 CD 14 87 08 E9 44 74 AE 68 A4
0CC0 28 8E 94 47 53 73 45 21 44 74 E1 1D 2B 96 A4 28
0CD0 8E 94 47 4A E6 8A 42 88 E9 44 74 AE 68 A4 38 47
0CE0 4A 23 A9 B9 A2 90 A2 3A 51 1D 2B 96 A4 28 8E 9C
0CF0 23 A5 73 45 23 9A 11 D2 88 EB D3 B9 F0 EA 42 88
0D00 E9 44 75 37 2D 48 70 8E 94 47 4A E6 8A 42 88 E9
0D10 44 74 AE 68 A4 28 8E 9C 23 A5 73 45 21 44 74 A2
0D20 3A 9B 96 A4 28 8E 94 47 4A E6 8A 43 84 74 A2 3A
0D30 57 34 52 14 47 4A 23 A5 73 45 21 44 74 E1 1D 4D
0D40 CD 14 85 11 D2 88 E9 5C B5 21 44 74 A2 3A 57 34
0D50 52 1C 23 A5 11 D4 DC D1 48 51 1D 28 8E 95 CD 14
0D60 85 11 D3 84 74 AE 5A 90 A2 3A 51 1D 2B 9A 29 1C
0D70 D0 8E 94 47 5E 9D CF 86 52 14 47 4E 11 D4 DC D1
0D80 48 51 1D 28 8E 95 CD 14 85 11 D2 88 E9 5C D1 48
0D90 70 8E 94 47 53 73 45 21 44 74 A2 3A 57 2D 48 51
0DA0 1D 38 47 4A E6 8A 42 88 E9 44 74 AE 68 A4 28 8E
0DB0 94 47 53 73 45 21 C2 3A 51 1D 2B 96 A4 28 8E 94
0DC0 47 4A E6 8A 42 88 E9 C2 3A 57 34 52 14 47 4A 23
0DD0 A9 B9 A2 90 A2 3A 51 1D 2B 96 A4 38 47 4A 23 A5
0DE0 73 45 21 44 74 A2 3A 9B 9A 29 18 62 3A 51 1D 77
0DF0 DC F8 15 21 44 74 A2 3A 57 2D 48 51 1D 38 47 53
0E00 45 21 44 74 A2 3A 57 34 52 14 47 4A 23 A5 73 45
0E10 21 C2 3A 51 1D 2B 96 A4 28 8E 94 47 53 73 45 21
0E20 44 74 E1 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2
0E30 3A 51 1D 2B 9A 29 0E 11 D2 88 EA 6E 5A 90 A2 3A
0E40 51 1D 2B 9A 29 0A 23 A7 08 E9 5C D1 48 51 1D 28
0E50 8E A6 E6 8A 42 88 E9 44 74 AE 5A 90 E1 1D 28 8E
0E60 95 CD 14 8E 68 47 4A 23 AF 4E E7 C3 A9 0A 23 A7
0E70 08 E9 5C B5 21 44 74 A2 3A 9B 9A 29 0A 23 A5 11
0E80 D2 B9 A2 90 E1 1D 28 8E 95 CD 14 85 11 D2 88 EA
0E90 6E 5A 90 A2 3A 51 1D 2B 9A 29 0E 11 D2 88 E9 5C
0EA0 D1 48 51 1D 28 8E 95 CD 14 85 11 D3 84 75 37 2D
0EB0 48 51 1D 28 8E 95 CD 14 85 11 D2 88 E9 5C D1 48
0EC0 70 8E 94 47 4A E6 8A 42 88 E9 44 75 37 2D 48 51
0ED0 1D 38 47 4A E6 8A 42 88 E9 44 74 AE 68 A4 73 42
0EE0 3A 51 1D 7A 77 3E 19 48 70 8E 94 47 53 73 45 21
0EF0 44 74 A2 3A 57 34 52 14 47 4E 11 D2 B9 A2 90 A2
0F00 3A 51 1D 2B 96 A4 28 8E 94 47 53 73 45 21 C2 3A
0F10 51 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2 3A 70
0F20 8E 95 CB 52 14 47 4A 23 A9 B9 A2 90 A2 3A 51 1D
0F30 2B 9A 29 0E 11 D2 88 E9 5C D1 48 51 1D 28 8E A6
0F40 E6 8A 42 88 E9 C2 3A 57 2D 48 51 1D 28 4A 57 34
0F50 52 14 47 4A 23 A5 73 45 23 9A 11 D3 84 75 E9 DC
0F60 F8 65 21 42 52 88 EA 6E 68 A4 28 8E 9C 23 A5 73
0F70 45 21 44 74 A2 3A 57 2D 48 51 1D 28 8E A6 E6 8A
0F80 42 88 E9 C2 3A 57 34 52 14 47 4A 23 A5 73 45 21
0F90 44 74 A2 3A 57 2D 48 70 8E 94 47 53 73 45 21 44
0FA0 74 A2 3A 57 34 52 14 47 4E 11 D2 B9 A2 90 A2 3A
0FB0 51 1D 2B 9A 29 0A 23 A5 11 D4 DC B5 21 C2 3A 51
0FC0 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 A2 3A 70 8E
0FD0 A6 E6 8A 46 10 8E 94 47 5D F7 3E 01 48 51 1D 38
0FE0 47 4A E6 8A 42 88 E9 44 74 AE 68 A4 28 8E 94 25
0FF0 4D CD 14 87 08 E9 44 74 AE 5A 90 A2 3A 51 1D 2B
1000 9A 29 0A 23 A7 08 EA 6E 68 A4 28 8E 94 47 4A E6
1010 8A 42 88 E9 44 74 AE 68 A4 38 47 4A 23 A5 72 D4
1020 85 11 D2 88 EA 6E 68 A4 28 8E 9C 23 A5 73 45 21
1030 44 74 A2 3A 57 34 52 14 47 4A 23 A5 72 D4 87 08
1040 E9 44 75 37 34 52 14 47 4A 23 A5 73 45 23 9A 11
1050 D3 84 75 E9 DC F8 65 21 44 74 A2 3A 57 34 52 14
1060 47 4A 23 A9 B9 A2 90 E1 1D 28 8E 95 CD 14 85 11
1070 D2 88 E9 5C B5 21 44 74 A2 3A 9B 9A 29 0E 11 D2
1080 88 E9 5C D1 48 51 1D 28 8E 95 CD 14 85 11 D3 84
1090 74 AE 5A 90 A2 3A 51 1D 4D CD 14 85 11 D2 88 E9
10A0 5C D1 48 70 8E 94 47 4A E6 8A 42 88 E9 44 74 AE
10B0 5A 90 A2 3A 70 8E A6 E6 8A 42 88 E9 44 74 AE 68
10C0 A4 28 8E 94 47 4A E6 8A 47 36 23 A5 11 D7 A7 73
10D0 E1 94 85 11 D2 88 EA 6E 68 A4 28 8E 9C 23 A5 73
10E0 45 21 44 74 A2 3A 57 2D 48 51 1D 28 8E 95 CD 14
10F0 87 08 E9 44 75 37 34 52 14 47 4A 23 A5 73 45 21
1100 44 74 E1 1D 2B 96 A4 28 8E 94 47 53 73 45 21 44
1110 74 A2 3A 57 34 52 1C 23 A5 11 D2 B9 A2 90 A2 3A
1120 51 1D 2B 96 A4 28 8E 9C 23 A9 B9 A2 90 A2 3A 51
1130 1D 2B 9A 29 0A 23 A5 11 D2 B9 A2 90 E1 1D 28 8E
1140 95 CB 52 39 A1 1D 28 8E BD 3B 9F 0E A4 28 8E 9C
1150 23 A9 B9 A2 90 A2 3A 51 1D 2B 96 A4 28 8E 94 47
1160 4A E6 8A 42 88 E9 C2 3A 9B 9A 29 0A 23 A5 11 D2
1170 B9 A2 90 A2 3A 51 1D 2B 96 A4 38 47 4A 23 A5 73
1180 45 21 44 74 A2 3A 9B 9A 29 0A 23 A7 08 E9 5C D1
1190 48 51 1D 28 8E 95 CB 52 14 47 4A 23 A5 73 45 21
11A0 C2 3A 51 1D 4D CD 14 85 11 D2 88 E9 5C D1 48 51
11B0 1D 38 47 4A E6 8A 42 88 E9 44 75 37 2D 48 F1 71
11C0 1D 28 8E BE DE E7 1A 90 E1 1D 28 8E 95 CD 14 85
11D0 11 D2 88 E9 5C D1 48 51 1D 38 47 53 73 45 21 44
11E0 74 A2 3A 57 34 52 14 47 4A 23 A5 72 D4 87 08 E9
11F0 44 74 AE 68 A4 28 8E 94 47 53 73 45 21 44 74 E1
1200 1D 2B 9A 29 0A 23 A5 11 D2 B9 6A 42 88 E9 44 75
1210 37 34 52 1C 23 A5 11 D2 B9 A2 90 A2 3A 51 1D 2B
1220 9A 29 0A 23 A7 08 E9 5C B5 21 44 74 A2 3A 9B 9A
1230 29 0A 23 A5 11 D2 B9 A2 91 CD 88 E9 44 75 E9 DC
1240 F8 65 21 44 74 A2 3A 57 34 52 14 47 4E 11 D4 DC
1250 D1 48 51 1D 28 8E 95 CD 14 85 11 D2 88 E9 5C B5
1260 21 C2 3A 51 1D 2B 9A 29 0A 23 A5 11 D4 DC D1 48
1270 51 1D 38 47 4A E6 8A 42 88 E9 44 74 AE 5A 90 A2
1280 3A 51 1D 2B 9A 29 0E 11 D2 88 EA 6E 68 A4 28 8E
1290 94 47 4A E6 8A 42 88 E9 C2 3A 57 2D 48 51 1D 28
12A0 8E 95 CD 14 85 11 D2 88 EA 6E 68 A4 28 8E 9C 23
12B0 A5 73 45 23 9A 11 D2 88 EB D3 B9 F0 CA 42 88 E9
12C0 44 74 AE 68 A4 38 47 4A 23 A9 B9 A2 90 A2 3A 51
12D0 1D 2B 96 A4 28 8E 9C 23 A5 73 45 21 44 74 A2 3A
12E0 57 34 52 14 47 4A 23 A9 B9 A2 90 E1 1D 28 8E 95
12F0 CD 14 85 11 D2 88 E9 5C B5 21 44 74 E1 1D 4D CD
1300 14 85 11 D2 88 E9 5C D1 48 51 1D 28 8E 95 CD 14
1310 87 08 E9 44 74 AE 5A 90 A2 3A 51 1D 4D CD 14 85
1320 11 D3 84 74 AE 68 A4 28 8E 94 47 4A E6 8A 47 34
1330 23 A5 11 D7 A7 73 E1 94 87 08 E9 44 75 37 34 52
1340 14 47 4A 23 A5 72 D4 85 11 D3 84 74 AE 68 A4 28
1350 8E 94 47 4A E6 8A 42 88 E9 44 75 37 34 52 1C 23
1360 A5 11 D2 B9 6A 42 88 E9 44 74 AE 68 A4 28 8E 9C
1370 23 A9 B9 A2 90 A2 3A 51 1D 2B 9A 29 0A 23 A5 11
1380 D2 B9 6A 43 84 74 A2 3A 57 34 52 14 47 4A 23 A9
1390 B9 A2 90 A2 3A 51 1D 2B 9A 29 0E 11 D2 88 E9 5C
13A0 D1 48 51 1D 28 8E 95 CB 52 30 C4 74 A2 3A EE B9
13B0 F0 2A 42 88 E9 44 74 AE 68 A4 28 8E 9C 23 A5 73
13C0 45 21 44 74 A2 3A 9B 96 A4 28 8E 94 47 4A E6 8A
13D0 43 84 74 A2 3A 57 34 52 14 47 4A 23 A5 73 45 21
13E0 44 74 E1 1D 4D CD 14 85 11 D2 88 E9 5C B5 21 44
13F0 74 A2 3A 57 34 52 1C 23 A5 11 D4 DC D1 48 51 1D
1400 28 8E 95 CD 14 85 11 D3 84 74 AE 5A 90 A2 3A 51
1410 1D 2B 9A 29 0A 23 A5 11 D4 DC D1 48 70 8E 94 47
1420 4A E6 8A 47 34 23 A5 11 D7 A7 73 E1 94 85 11 D3
1430 84 74 AE 68 A4 28 8E 94 47 53 73 45 21 44 74 A2
1440 3A 57 2D 48 70 8E 94 47 4A E6 8A 42 88 E9 44 74
1450 AE 68 A4 28 8E 9C 23 A9 B9 A2 90 A2 3A 51 1D 2B
1460 96 A4 28 8E 94 47 4A E6 8A 43 84 74 A2 3A 57 34
